Player,Inns,Wkts,Ave,Econ,SR,Z_Wkts,Z_Ave,Z_Econ,Z_SR,Overall_Score
JEC Franklin,97.0,81.0,41.4,5.22,47.5,-0.14453323294669657,0.6617424565043396,0.7645146769577293,0.36004412483521414,-0.4827086228109949
AY Karim,33.0,27.0,41.25,4.26,58.0,-0.8516393377268578,0.647104485365262,-0.8709358613032472,1.3170727566263065,-0.4862201796037948
Naeem Islam,48.0,35.0,40.2,4.84,49.8,-0.7468828777594265,0.5446386873917177,0.11714883889609294,0.5696789679894532,-0.49458734300917256
CJ Jordan,31.0,43.0,35.37,5.95,35.6,-0.6421264177919953,0.07329601671341256,2.0081385237603477,-0.7245883245280238,-0.49974315843443295
Mehidy Hasan Miraz,37.0,37.0,41.08,4.66,52.8,-0.7206937627675687,0.6305147847409737,-0.18949813702783969,0.8431157199297653,-0.5012065326026169
RD Berrington,51.0,32.0,38.37,5.28,43.5,-0.7861665502472133,0.36605543949496827,0.8667303355990412,-0.004538211085202012,-0.5036035285640053
MA Wood,50.0,61.0,39.09,5.53,42.3,-0.4064243828652748,0.4363177009625422,1.2926289132711706,-0.11391291186132713,-0.5053645213094151
TM Dilshan,204.0,106.0,45.07,4.87,55.4,0.18283070445152624,1.0198848170404429,0.1682566682167489,1.0800942382780359,-0.5213512547709254
GA Gooch,60.0,36.0,42.11,4.4,57.3,-0.7337883202634976,0.7310288532293079,-0.6324326578068539,1.2532708478402335,-0.5214138408815463
M Amarnath,64.0,46.0,42.84,4.33,59.3,-0.6028427453042086,0.8022669794394868,-0.7516842595550505,1.4355620158004416,-0.5222468702472716
DA Marillier,35.0,30.0,41.16,4.7,52.4,-0.8123556652390711,0.638321702681815,-0.12135436460029893,0.8066574863377238,-0.5339951224145777
RR Singh,117.0,69.0,43.26,4.79,54.1,-0.3016679228978435,0.8432532986289041,0.031969123361667386,0.961604979103901,-0.5346238309980791
SB Doull,42.0,36.0,40.52,5.01,48.4,-0.7337883202634976,0.5758663591550837,0.40675987171314076,0.44207515041730766,-0.5396224253872574
GF Labrooy,44.0,45.0,41.68,4.87,51.2,-0.6159373028001375,0.6890666692972849,0.1682566682167489,0.6972827855615994,-0.5426358564689426
RK Chauhan,34.0,29.0,41.93,4.46,56.3,-0.825450222735,0.7134632878624145,-0.5302169991655434,1.1621252638601294,-0.5427054438230001
RC Irani,30.0,24.0,41.2,4.62,53.4,-0.8909230102146446,0.6422251616522363,-0.25764190945538046,0.8978030703178279,-0.5433273331823321
N Pradeep,40.0,54.0,37.0,6.0,36.9,-0.49808628533677723,0.23236196975805806,2.0933182392947733,-0.6060990653538888,-0.5544168572589299
Nasir Hossain,43.0,24.0,41.16,4.71,52.3,-0.8909230102146446,0.638321702681815,-0.10431842149341412,0.7975429279397133,-0.5556173048356896
DJ Hussey,39.0,18.0,38.77,5.22,44.5,-0.9694903551902181,0.40509002919917625,0.7645146769577293,0.08660737289490203,-0.5564256085605065
SM Ervine,40.0,41.0,38.07,5.67,40.2,-0.668315532783853,0.33677949721681294,1.5311321167675624,-0.3053186382195451,-0.5577271271371709
DN Crookes,30.0,25.0,40.44,4.96,48.8,-0.8778284527187157,0.5680594412142417,0.3215801561787152,0.47853338400934914,-0.5615003585302555
Khaled Mahmud,75.0,67.0,42.76,5.07,50.5,-0.32785703788970133,0.7944600614986448,0.5089755303544526,0.6334808767755263,-0.5661933766295814
Mohammad Ashraful,40.0,18.0,36.72,5.69,38.7,-0.9694903551902181,0.20503775696511276,1.5652040029813337,-0.44203701418970115,-0.5744237752367409
KA Pollard,74.0,52.0,38.94,5.74,40.6,-0.5242754003286351,0.42167972982346386,1.650383718515759,-0.2688604046275036,-0.5818696110100886
AM Blignaut,53.0,50.0,41.26,5.27,46.9,-0.5504645153204929,0.6480803501078669,0.849694392492155,0.3053567744471516,-0.5883990080919166
KM Dabengwa,35.0,23.0,40.69,5.06,48.2,-0.9040175677105735,0.5924560597793713,0.4919395872475663,0.42384603362128725,-0.6030648120896995
R Vinay Kumar,31.0,38.0,37.44,5.94,37.7,-0.7075992052716398,0.27530001843268603,1.9911025806534628,-0.5331825981698052,-0.6102048015469959
HH Pandya,53.0,54.0,40.64,5.56,43.8,-0.49808628533677723,0.5875767360663456,1.343736742591825,0.022805464108828943,-0.6130513070259442
Manzoor Elahi,49.0,29.0,43.51,4.34,60.1,-0.825450222735,0.8676499171940337,-0.7346483164481658,1.5084784829845252,-0.6167325766163483
L Balaji,30.0,34.0,39.52,5.57,42.5,-0.7599774352553554,0.47827988489456513,1.3607726856987112,-0.09568379506530605,-0.6258365526958314
E Chigumbura,132.0,101.0,42.31,5.91,42.9,0.11735791697188168,0.7505461480814118,1.9399947513328069,-0.05922556147326457,-0.6284893552422681
CN Evans,34.0,21.0,40.38,5.27,45.9,-0.9302066827024313,0.5622042527586111,0.849694392492155,0.21421119046704756,-0.6390791296050612
MN Samuels,134.0,89.0,46.37,4.86,57.2,-0.039776772979265275,1.1467472335791167,0.1512207251098641,1.2441562894422236,-0.6454752552776174
RP Arnold,84.0,40.0,43.47,4.83,53.9,-0.6814100902797819,0.8637464582236131,0.10011289578920814,0.9433758623078798,-0.6471613266501208
DM de Silva,35.0,22.0,40.86,5.24,46.7,-0.9171121252065024,0.6090457604036597,0.7985865631715005,0.2871276576511312,-0.6529680266081984
Tapash Baisya,56.0,59.0,41.55,5.64,44.2,-0.43261349785713266,0.6763804276434172,1.4800242874469065,0.059263697700871074,-0.6620704776620818
PR Stirling,73.0,43.0,44.23,4.77,55.6,-0.6421264177919953,0.9379121786616069,-0.00210276285210375,1.098323355074057,-0.6690647971688888
H Masakadza,85.0,39.0,41.94,5.32,47.2,-0.6945046477757109,0.7144391526050196,0.934874108026582,0.3327004496411832,-0.669129589512124
TBA May,46.0,39.0,45.43,4.24,64.2,-0.6945046477757109,1.0550159477742296,-0.9050077475170168,1.882175377302952,-0.6816720563339689
Imad Wasim,51.0,42.0,44.4,4.83,55.0,-0.6552209752879241,0.9545018792858952,0.10011289578920814,1.0436360046859945,-0.6883679387622554
D Bishoo,40.0,38.0,43.89,4.94,53.2,-0.7075992052716398,0.904732777413031,0.2875082699649456,0.8795739535218075,-0.694853551542856
YK Pathan,50.0,33.0,41.36,5.49,45.1,-0.7730719927512844,0.657838997533919,1.2244851408436297,0.14129472328296458,-0.6991727136029493
Ata-ur-Rehman,30.0,27.0,43.92,4.76,55.2,-0.8516393377268578,0.9076603716408467,-0.01913870595898856,1.0618651214820156,-0.7005065312226829
DJG Sammy,119.0,81.0,47.54,4.66,61.1,-0.14453323294669657,1.2609234084639236,-0.18949813702783969,1.5996240669646293,-0.7038956428368525
M Kartik,36.0,37.0,43.56,5.07,51.5,-0.7206937627675687,0.8725292409070601,0.5089755303544526,0.7246264607556303,-0.7067062486961779
SC Williams,107.0,71.0,46.47,4.85,57.4,-0.2754788079059857,1.1565058810051687,0.13418478200297776,1.262385406238244,-0.707138719288094
C de Grandhomme,38.0,24.0,43.58,4.84,54.0,-0.8909230102146446,0.87448097039227,0.11714883889609294,0.9524904207058904,-0.7087608100522245
AR Nurse,49.0,49.0,43.36,5.34,48.6,-0.5635590728164218,0.8530119460549561,0.9689459942403515,0.46030426721332873,-0.7114553200812646
SD Anurasiri,43.0,32.0,45.75,4.18,65.6,-0.7861665502472133,1.0862436195375955,-1.0072234061583287,2.009779194875097,-0.7187414896253943
BMAJ Mendis,49.0,28.0,43.0,5.14,50.1,-0.8385447802309289,0.8178808153211694,0.6282271321026478,0.5970226431834847,-0.7204188427095577
A Ranatunga,135.0,79.0,47.55,4.78,59.6,-0.1707223479385544,1.2618992732065286,0.014933180254782573,1.462905690994473,-0.7276151230985847
BA Stokes,80.0,70.0,41.71,6.01,41.6,-0.28857336540191464,0.6919942635251006,2.1103541824016583,-0.17771482064739957,-0.7283017476703184
CR Brathwaite,40.0,43.0,41.06,5.8,42.4,-0.6421264177919953,0.6285630552557636,1.7525993771570696,-0.10479835346331659,-0.7296226241853779
JK Kamande,71.0,48.0,45.18,4.96,54.5,-0.5766536303123507,1.0306193292091,0.3215801561787152,0.9980632126959424,-0.7317290820990271
Mahmudullah,134.0,76.0,46.4,5.17,53.8,-0.21000602042634114,1.1496748278069324,0.6793349614233037,0.9342613039098694,-0.7433192783916117
JP Duminy,135.0,69.0,45.55,5.36,50.9,-0.3016679228978435,1.0667263246854914,1.0030178804541228,0.6699391103675678,-0.7603378096012564
NL McCullum,81.0,63.0,46.92,5.01,56.1,-0.380235267873417,1.2004197944224024,0.40675987171314076,1.1438961470641091,-0.7828277702682673
JA Rennie,43.0,34.0,46.0,4.77,57.7,-0.7599774352553554,1.1106402381027252,-0.00210276285210375,1.2897290814322757,-0.7895609979845631
MO Odumbe,52.0,39.0,46.33,4.84,57.3,-0.6945046477757109,1.1428437746086961,0.11714883889609294,1.2532708478402335,-0.8019420272801834
MG Bevan,67.0,36.0,45.97,5.05,54.6,-0.7337883202634976,1.1077126438749094,0.47490364414068154,1.007177771093953,-0.8308955948432604
MM Ali,95.0,84.0,48.67,5.27,55.4,-0.10524956045890983,1.37119612437831,0.849694392492155,1.0800942382780359,-0.8515585789018526
T Panyangara,65.0,65.0,46.52,5.59,49.8,-0.35404615288155916,1.1613852047181952,1.394844571912481,0.5696789679894532,-0.8699887243754221
VB John,45.0,34.0,48.67,4.29,67.9,-0.7599774352553554,1.37119612437831,-0.8198280319825912,2.219414038029337,-0.8826898914201027
DS de Silva,40.0,32.0,48.65,4.5,64.8,-0.7861665502472133,1.3692443948930992,-0.4620732267380027,1.9368627276910138,-0.9075501115233309
AR Whittall,62.0,45.0,50.02,4.37,68.5,-0.6159373028001375,1.50293786463001,-0.6835404871275098,2.274101388417399,-0.9273590171800092
DN Patel,69.0,45.0,50.24,4.17,72.2,-0.6159373028001375,1.5244068889673241,-1.0242593492652134,2.6113400491437844,-0.9318562229115082
SR Patel,32.0,24.0,45.45,5.51,49.4,-0.8909230102146446,1.0569676772594403,1.2585570270573994,0.5332207343974117,-0.9349171122322241
SJ Benn,46.0,39.0,49.05,4.8,61.2,-0.6945046477757109,1.4082789845973065,0.04900506646855219,1.60873862536264,-0.9401318310510525
CO Obuya,49.0,35.0,46.77,5.4,51.9,-0.7468828777594265,1.1857818232833248,1.0711616528816634,0.7610846943476718,-0.9412277620680216
Shahadat Hossain,50.0,47.0,45.59,5.84,46.7,-0.5897481878082796,1.0706297836559129,1.8207431495846103,0.2871276576511312,-0.9420621946749835
Farhad Reza,32.0,22.0,46.22,5.35,51.7,-0.9171121252065024,1.132109262440039,0.9859819373472364,0.7428555775516514,-0.9445147256363574
MP Stoinis,39.0,33.0,43.81,6.13,42.8,-0.7730719927512844,0.8969258594721897,2.3147854996842803,-0.0683401198712751,-0.9791108080091198
MA Suji,64.0,43.0,50.93,4.45,68.6,-0.6421264177919953,1.5917415562070816,-0.5472529422724283,2.283215946815409,-0.9924577446355144
CJ Chibhabha,58.0,35.0,46.14,5.81,47.6,-0.7468828777594265,1.1243023444991977,1.7696353202639543,0.3691586832332247,-1.0024948064389507
KR Pushpakumara,31.0,24.0,49.2,4.95,59.5,-0.8909230102146446,1.4229169557363848,0.3045442130718304,1.4537911325964628,-1.0180438279048305
Hasibul Hossain,32.0,29.0,46.13,5.83,47.4,-0.825450222735,1.1233264797565927,1.8037072064777255,0.35092956643720363,-1.0258533688516305
TJ Friend,45.0,37.0,48.08,5.53,52.1,-0.7206937627675687,1.3136201045646037,1.2926289132711706,0.7793138111436929,-1.0265641479367589
S Matsikenyeri,38.0,16.0,48.62,5.07,57.5,-0.9956794701820759,1.3663168006652835,0.5089755303544526,1.2714999646362546,-1.0356179414595166
SK Raina,101.0,36.0,50.3,5.11,59.0,-0.7337883202634976,1.5302620774229547,0.5771193027819934,1.4082183406064106,-1.062347010268714
GJ Maxwell,86.0,50.0,50.5,5.61,53.9,-0.5504645153204929,1.5497793722750586,1.4289164581262521,0.9433758623078798,-1.118134052007421
AP Gurusinha,55.0,26.0,52.07,5.12,60.9,-0.8647338952227868,1.7029901368640727,0.5941552458888782,1.5813949501686082,-1.1858185570360864
Alok Kapali,49.0,24.0,52.29,5.18,60.5,-0.8909230102146446,1.7244591612013869,0.6963709045301886,1.5449367165765666,-1.2141724481306966
Manjural Islam,34.0,24.0,53.5,4.84,66.2,-0.8909230102146446,1.8425387950566143,0.11714883889609294,2.06446654526316,-1.2287692973576279
F Behardien,35.0,14.0,51.35,5.76,53.4,-1.0218685851739338,1.6327278753964996,1.6844556047295287,0.8978030703178279,-1.3092137839044473
MA Leask,31.0,19.0,53.63,5.35,60.1,-0.9563957976942892,1.8552250367104821,0.9859819373472364,1.5084784829845252,-1.3265203136841333
GC Smith,43.0,18.0,52.83,5.56,57.0,-0.9694903551902181,1.7771558573020667,1.343736742591825,1.2259271726462027,-1.329077531932578
A Jadeja,52.0,20.0,54.7,5.25,62.4,-0.9433012401983603,1.959642564169237,0.8156225062783853,1.7181133261387642,-1.3591699091961866
JG Bracewell,50.0,33.0,57.09,4.61,74.1,-0.7730719927512844,2.192874237651876,-0.27467785256226523,2.7845166587059813,-1.368946259136719
S Prasanna,39.0,32.0,55.21,5.45,60.7,-0.7861665502472133,2.009411666042101,1.156341368416089,1.5631658333725877,-1.3787713545194977
Aftab Ahmed,30.0,12.0,54.66,5.32,61.5,-1.0480577001657916,1.9557391051988156,0.934874108026582,1.6360823005566707,-1.393688303486965
AO Suji,46.0,21.0,55.95,5.44,61.6,-0.9302066827024313,2.081625656994885,1.1393054253092043,1.6451968589546813,-1.4490836559903004
Mosaddek Hossain,33.0,14.0,56.21,5.23,64.4,-1.0218685851739338,2.1069981403026197,0.7815506200646156,1.900404494098973,-1.4527054599100355
MN Waller,30.0,10.0,56.6,5.09,66.6,-1.0742468151576494,2.145056865264222,0.5430474165682223,2.100924778855201,-1.4658189689613237
LJ Wright,37.0,15.0,58.93,5.1,69.2,-1.0087740276780048,2.3724333502912303,0.560083359675107,2.3379032972034723,-1.5697985087119537
DR Martyn,31.0,12.0,58.66,5.31,66.1,-1.0480577001657916,2.3460850022408897,0.9178381649196956,2.0553519868651486,-1.5918332135478814
JE Root,64.0,22.0,62.0,5.78,64.2,-0.9171121252065024,2.672023826271022,1.7185274909433,1.882175377302952,-1.797459704930944
RG Sharma,38.0,8.0,64.37,5.21,74.1,-1.1004359301495072,2.9033037702684514,0.7474787338508445,2.7845166587059813,-1.883933773243696
ML Nkala,46.0,22.0,71.36,5.95,71.9,-0.9171121252065024,3.5854332253494756,2.0081385237603477,2.5839963739497533,-2.27367006206652
CS MacLeod,31.0,9.0,77.11,5.4,85.5,-1.0873413726535783,4.1465554523474575,1.0711616528816634,3.823576316079168,-2.5321586984904667
V Kohli,48.0,4.0,166.25,6.22,160.2,-1.152814160133223,12.845413767930081,2.4681089876462465,10.632151439392938,-6.774622088775622
