Player,Innings,Runs,Average,Strike Rate,Z_Runs,Z_Average,Z_Strike Rate,Overall_Score
CR Woakes,68.0,1186.0,24.7,90.12,-0.42665205510968585,-0.10147432616171712,1.1053575277904746,0.19241038217302386
M Kaif,110.0,2753.0,32.01,72.03,0.18861068208361212,0.5679700940584844,-0.20630336264857047,0.183425804497842
Rahmat Shah,69.0,2359.0,35.2,70.08,0.03391156373379756,0.8601079463844006,-0.3476930108716849,0.18210883308217107
Ahmed Shehzad,81.0,2605.0,32.56,72.08,0.1305003533633772,0.618338689287091,-0.2026779870531062,0.18205368519912066
OA Shah,66.0,1834.0,30.56,78.67,-0.17222304828054924,0.43518016118306835,0.27514651642911103,0.1793678764438767
MJ Santner,54.0,898.0,27.21,87.95,-0.5397316137004132,0.12838962660883108,0.9480162269473166,0.1788914132852448
IDS Smith,77.0,1055.0,17.29,99.43,-0.4780875487742181,-0.78007667278712,1.7804024636659588,0.17407941403487354
CZ Harris,213.0,4379.0,29.0,66.51,0.8270390232937604,0.292316509261931,-0.6065448283878475,0.1709369013892813
VG Kambli,97.0,2477.0,32.59,71.94,0.08024277176749836,0.6210860672086514,-0.21282903872040673,0.16283326675191434
NM Hauritz,32.0,336.0,22.4,96.27,-0.7603938078948187,-0.3121066334813429,1.5512787260326035,0.1595927615521473
Saleem Elahi,47.0,1579.0,36.72,71.31,-0.2723455741160891,0.9993084277434572,-0.2585087712232587,0.15615136080136977
ND McKenzie,55.0,1688.0,37.51,69.4,-0.22954810228834854,1.071656046344546,-0.3969981189700012,0.14836994169539874
RS Kaluwitharana,181.0,3711.0,22.22,77.7,0.5647572693402678,-0.32859090101070487,0.20481422987710043,0.14699353273555446
Basit Ali,43.0,1265.0,34.18,75.79,-0.39563370396847936,0.7666970970513489,0.06632488213035796,0.1457960917377425
RS Mahanama,198.0,5162.0,29.49,60.57,1.1344740732123004,0.3371903486474163,-1.0372394491290267,0.14480832424356332
W Barresi,31.0,927.0,35.65,75.67,-0.5283451303700969,0.9013186152078052,0.057623980701242916,0.14353248851298375
AL Logie,133.0,2809.0,28.95,73.9,0.2105983740318091,0.2877375460593304,-0.070714315378199,0.14254053490431348
NC Johnson,48.0,1679.0,36.5,70.28,-0.23308183849430877,0.9791609896520148,-0.33319150848982687,0.1376292142226264
A Balbirnie,61.0,1813.0,31.8,75.13,-0.1804684327611231,0.5487384486075624,0.018469924270226198,0.12891331337222184
HH Streak,159.0,2943.0,28.29,73.42,0.26321177976499477,0.227295231785003,-0.10551792109465818,0.12832969681844653
AR Nurse,40.0,502.0,19.3,97.85,-0.6952160067626634,-0.5960023520425773,1.6658405948492807,0.12487407868134659
Aftab Ahmed,85.0,1954.0,24.73,83.04,-0.12510656553441282,-0.09872694824015668,0.5920043434727059,0.1227236098993788
AR Adams,34.0,419.0,17.45,100.47,-0.727804907328741,-0.7654239905387982,1.8558102760516193,0.12086045939469331
Imrul Kayes,78.0,2434.0,32.02,71.1,0.06335936545013282,0.5688858866990051,-0.27373534872421007,0.11950330114164262
DR Smith,89.0,1560.0,18.57,92.69,-0.2798056838842274,-0.6628552148005455,1.2917018333973478,0.11634697823752499
DM Bravo,105.0,2839.0,30.85,70.18,0.2223774947183432,0.4617381477581518,-0.34044225968075537,0.11455779426524657
Yasir Hameed,56.0,2028.0,36.87,66.95,-0.09605140117429536,1.0130453173512588,-0.5746415231477604,0.11411746434306769
J Charles,48.0,1283.0,26.72,83.8,-0.3885662315565589,0.08351578722334542,0.6471100525237652,0.11401986939685058
PV Simmons,138.0,3675.0,28.93,67.96,0.5506223245164269,0.2859059607782902,-0.5014089361193788,0.11170644972511279
Mosaddek Hossain,30.0,549.0,27.45,86.72,-0.6767620510204266,0.1503686499813136,0.8588319872988903,0.11081286208659241
MS Wade,80.0,1777.0,25.75,82.11,-0.19460337758496402,-0.005316098907105318,0.5245723573970663,0.10821762696833231
CK Coventry,35.0,831.0,24.44,88.68,-0.5660383165670061,-0.12528493481523983,1.000946710641098,0.10320781975295074
A Bagai,60.0,1964.0,37.76,65.57,-0.12118019197223479,1.0945508623575488,-0.6747018895825804,0.09955626026757786
D Ramdin,110.0,2200.0,25.0,80.35,-0.028517775904833183,-0.0740005469461137,0.39695913643671665,0.09814693786192324
Liton Das,33.0,768.0,24.77,88.17,-0.5907744700087276,-0.0950637776780763,0.9639678795673601,0.09270987729351873
LMP Simmons,65.0,1958.0,31.58,73.05,-0.12353601610954161,0.5285910105161197,-0.1323457005010956,0.09090309796849413
Nasir Hossain,52.0,1281.0,29.11,79.81,-0.3893515062689945,0.30239022830765216,0.357805080005701,0.09028126734811956
SM Gavaskar,102.0,3092.0,35.13,62.26,0.3217147458414475,0.8536973979007597,-0.9147017540023279,0.0869034632466264
DT Johnston,53.0,743.0,19.55,94.64,-0.6005904039141727,-0.5731075360295745,1.4330914816204623,0.08646451389223836
C Sharma,35.0,456.0,24.0,90.47,-0.7132773251486824,-0.16557981099812488,1.1307351569587254,0.08395934027063934
T Taibu,137.0,3393.0,29.25,67.58,0.4398985900630063,0.3152113252749338,-0.5289617906449083,0.07538270823101062
Nasir Jamshed,48.0,1418.0,31.51,75.38,-0.33556018846715546,0.5221804620324793,0.03659680224754854,0.07440569193762411
T Mishra,40.0,1128.0,34.18,73.53,-0.44942502177031846,0.7666970970513489,-0.0975420947846364,0.07324332683213135
VVS Laxman,83.0,2338.0,30.76,71.23,0.02566617925322369,0.45349601399347084,-0.26430937217600176,0.07161760702356426
Imran Nazir,79.0,1895.0,24.61,81.01,-0.1482721695512632,-0.10971645992639811,0.44481409429684843,0.062275154939729044
Manzoor Elahi,46.0,741.0,22.45,89.6,-0.6013756786266083,-0.3075276702787423,1.0676536215976433,0.05291675756409758
SM Ervine,34.0,698.0,25.85,85.53,-0.6182590849439739,0.0038418274980959294,0.7725480481268361,0.05271026356031941
MG Johnson,91.0,951.0,16.11,96.35,-0.5189218338208696,-0.8881402043684932,1.5570793269853467,0.0500057629319946
Shahriar Nafees,75.0,2201.0,31.44,69.49,-0.02812513854861538,0.5157699135488384,-0.3904724428981659,0.03239077736735238
SM Katich,42.0,1324.0,35.78,68.74,-0.372468099951629,0.9132239195345669,-0.444853076830133,0.03196758091760166
PG Fulton,46.0,1334.0,32.53,72.77,-0.36854172638945093,0.6155913113655306,-0.15264780383569668,0.03146726038012766
WB Phillips,41.0,852.0,24.34,85.71,-0.5577929320864322,-0.13444286122044108,0.7855994002705077,0.03112120232121146
KD Karthik,79.0,1752.0,30.2,73.24,-0.20441931149040912,0.40221162612434436,-0.11856927323833076,0.02640768046520149
NT Broom,39.0,943.0,26.94,81.22,-0.5220629326706121,0.1036632253147881,0.46004067179779873,0.013880321480658236
NJ O'Brien,101.0,2581.0,28.05,70.94,0.12107705681414992,0.20531620841252046,-0.2853365506296961,0.013685571532324747
S Lee,35.0,477.0,17.66,95.4,-0.7050319406681085,-0.7461923450878757,1.4881971906715226,0.01232430163851278
HK Badani,36.0,867.0,33.34,73.47,-0.5519033717431652,0.6897705152476599,-0.10189254549919392,0.011991532668433572
NL McCullum,62.0,1070.0,20.98,87.7,-0.47219798843095107,-0.44214918843519857,0.9298893489699942,0.005180724034614892
TT Bresnan,64.0,871.0,19.79,90.25,-0.550332822318294,-0.5511285126570921,1.1147835043386818,0.004440723121098611
IA Healy,120.0,1764.0,21.0,83.84,-0.19970766321579547,-0.4403176031541584,0.6500103530001372,0.0033283622100611088
RD Berrington,73.0,1882.0,28.08,74.24,-0.15337645518209467,0.20806358633408056,-0.04606176132904139,0.0028751232743148315
IT Botham,106.0,2113.0,23.21,79.1,-0.06267722589578208,-0.23792742959921362,0.30632474655010494,0.001906697018369749
RR Singh,113.0,2336.0,25.95,74.3,0.024880904540788083,0.012999753903296852,-0.04171131061448386,-0.0012768840567996403
SP O'Donnell,64.0,1242.0,25.34,80.96,-0.40466436316148885,-0.04286359716842991,0.44118871870138315,-0.0021130805428452026
AA Obanda,45.0,1306.0,30.37,74.03,-0.37953557236354946,0.4177801010131864,-0.061288338829991705,-0.007681270060118258
JA Rudolph,39.0,1174.0,35.57,68.05,-0.43136370338429947,0.8939922740836445,-0.49488326004754246,-0.010751563116065788
MA Taylor,110.0,3514.0,32.23,59.46,0.4874077101653605,0.5881175321499268,-1.117722787348338,-0.014065848344350262
MW Gatting,88.0,2095.0,29.5,70.58,-0.06974469830770254,0.3381061412879366,-0.3114392549170403,-0.014359270645602079
PW Borren,50.0,1004.0,22.31,85.37,-0.49811205394132607,-0.3203487672460239,0.7609468462213501,-0.019171324988666638
MJ Greatbatch,83.0,2206.0,28.28,71.18,-0.02616195176752636,0.22637943914448305,-0.26793474777146603,-0.02257242013150311
KR Rutherford,115.0,3143.0,29.65,64.3,0.34173925100855546,0.35184303089573815,-0.7667864297073776,-0.024401382601027977
SM Patil,42.0,1005.0,24.51,82.17,-0.49771941658510827,-0.11887438633159904,0.5289228081116238,-0.029223664935027815
AC Parore,161.0,3314.0,25.68,68.09,0.4088802389217998,-0.011726647390746126,-0.49198295957117044,-0.03160978934670558
RR Watson,35.0,956.0,30.83,74.33,-0.5169586470397807,0.4599065624771113,-0.039536085257205096,-0.03219605660662482
TG Southee,85.0,676.0,12.75,98.54,-0.6268971067807656,-1.1958465315832507,1.7158707780666913,-0.035624286765775004
AH Jones,87.0,2784.0,35.69,57.86,0.200782440126364,0.9049817857698855,-1.233734806403201,-0.042656860168983846
N Hussain,87.0,2332.0,30.28,66.99,0.023310355115916868,0.40953796724850544,-0.5717412226713894,-0.04629763343565571
GM Hamilton,38.0,1231.0,35.17,66.64,-0.40898337407988467,0.8573605684628401,-0.5971188518396402,-0.04958055248556159
AP Gurusinha,143.0,3902.0,28.27,60.88,0.6397510043778682,0.2254636465039628,-1.0147621204371469,-0.049849156518438575
AG Prince,41.0,1018.0,35.1,67.77,-0.49261513095427684,0.8509500199791993,-0.5151853633821436,-0.05228349145240707
IK Pathan,87.0,1544.0,23.39,79.54,-0.28608788158371223,-0.22144316206985165,0.3382280517901931,-0.056434330621123574
S Dhaniram,41.0,915.0,24.72,81.26,-0.5330567786447106,-0.09964274088067693,0.46294097227417075,-0.05658618241707225
RS Morton,51.0,1519.0,33.75,66.36,-0.2959038154891573,0.7273180135089841,-0.6174209551742413,-0.062002252384804835
L Vincent,99.0,2413.0,27.11,69.88,0.05511398096955895,0.11923170020362983,-0.362194513253543,-0.06261627736011807
WW Hinds,111.0,2880.0,28.51,65.55,0.23847562632327313,0.24744266987644567,-0.6761520398207659,-0.06341124787368235
Imran Farhat,58.0,1719.0,30.69,69.06,-0.21737634424559663,0.44708546550983,-0.4216506730191598,-0.06398051725164214
DL Vettori,187.0,2253.0,17.33,82.98,-0.007707996025289601,-0.7764135022250396,0.5876538927581484,-0.06548920183072687
SV Manjrekar,70.0,1994.0,33.23,64.3,-0.10940107128570069,0.679696796201938,-0.7667864297073776,-0.06549690159704674
R Powell,31.0,670.0,23.92,83.12,-0.6292529309180724,-0.1729061521222856,0.597804944425449,-0.06811804620496967
Mohammad Ashraful,169.0,3468.0,22.23,70.1,0.46934639177934157,-0.3276751083701846,-0.34624286063349946,-0.0681905257414475
KC Wessels,105.0,3367.0,34.35,55.3,0.4296900188013434,0.782265571940191,-1.419354036890982,-0.06913281538314925
MF Maharoof,75.0,1113.0,19.52,86.01,-0.4553145821135855,-0.575854913951135,0.8073516538432953,-0.07460594740714166
DA Gunawardene,61.0,1708.0,28.46,71.49,-0.22169535516399247,0.24286370667384505,-0.24545741907958718,-0.07476302252324486
RL Dias,55.0,1573.0,31.46,67.94,-0.2747013982533959,0.5176014988298786,-0.5028590863575643,-0.08665299526036052
SG Law,51.0,1237.0,26.89,75.28,-0.4066275499425779,0.09908426211218747,0.029346051056620016,-0.09273241225792346
Nawroz Mangal,48.0,1139.0,27.11,75.33,-0.4451060108519226,0.11923170020362983,0.03297142665208428,-0.09763429466540283
AC Hudson,88.0,2559.0,29.41,64.62,0.11243903497735824,0.3298640075232556,-0.7435840258964045,-0.10042699446526354
HJH Marshall,62.0,1454.0,27.43,73.06,-0.32142524364331454,0.14853706470027342,-0.1316206253820023,-0.10150293477501447
LJ Wright,39.0,707.0,20.2,86.21,-0.6147253487380137,-0.5135810143957674,0.8218531562251523,-0.1021510689695429
SC Williams,55.0,1586.0,32.36,66.02,-0.26959711262256447,0.6000228364766885,-0.6420735092234,-0.10388259512309198
LPC Silva,62.0,1587.0,28.85,70.4,-0.26920447526634667,0.2785796196541295,-0.3244906070607118,-0.105038487557643
HP Tillakaratne,168.0,3789.0,29.6,57.51,0.5953829831252564,0.34726406769313783,-1.2591124355714525,-0.10548846158435277
Muhammad Usman,30.0,713.0,27.42,76.83,-0.6123695246007068,0.1476212720597535,0.14173269451601833,-0.10767185267497834
CR Brathwaite,37.0,559.0,16.44,91.04,-0.6728356774582486,-0.8579190472313293,1.172064438747021,-0.11956342864751901
Mashrafe Mortaza,156.0,1786.0,13.84,87.67,-0.19106964137900379,-1.0960251337665585,0.9277141236127154,-0.11979355051094898
IJ Harvey,51.0,715.0,17.87,88.16,-0.6115842498882712,-0.7269606996369533,0.9632428044482668,-0.12510071502565256
RJ Shastri,128.0,3108.0,29.04,61.07,0.32799694354093234,0.29597967982401135,-1.0009856931743821,-0.12566968993647948
Anamul Haque,35.0,1052.0,30.05,70.69,-0.4792654608428715,0.3884747365165428,-0.30346342860701847,-0.13141805097778236
DNT Zoysa,47.0,343.0,13.19,95.81,-0.7576453464012941,-1.1555516554003658,1.517925270554331,-0.1317572437491097
SB Joshi,45.0,584.0,17.17,89.43,-0.6630197435528035,-0.7910661844733611,1.055327344573065,-0.13291952781769978
RW Marsh,76.0,1225.0,20.08,82.26,-0.4113391982171915,-0.5245705260820088,0.5354484841834601,-0.13348708003858004
MJ Prior,62.0,1282.0,24.18,76.76,-0.3889588689127767,-0.1490955434687629,0.13665716868236857,-0.13379908123305698
PL Mommsen,42.0,1115.0,30.97,69.04,-0.4545293074011499,0.47272765944439293,-0.4231008232573453,-0.13496749040470074
JF Mooney,55.0,963.0,23.48,79.25,-0.514210185546256,-0.21320102830517065,0.31720087333649877,-0.13673678017164262
JEC Franklin,80.0,1270.0,23.96,76.92,-0.3936705171873904,-0.16924298156020526,0.14825837058785463,-0.138218376053247
GM Wood,77.0,2219.0,33.62,59.57,-0.02105766613669492,0.7154127091822224,-1.1097469610383162,-0.13846397266426283
JV Coney,80.0,1874.0,30.72,64.95,-0.1565175540318371,0.44983284343139013,-0.7196565469663391,-0.142113752522262
BC Broad,34.0,1361.0,40.02,55.61,-0.35794051777157027,1.3015199991150945,-1.396876708199102,-0.15109907561852592
AN Kervezee,36.0,924.0,28.0,73.15,-0.5295230424387504,0.20073724520991984,-0.12509494931016601,-0.15129358217966551
D Mongia,51.0,1230.0,27.95,71.47,-0.40937601143610247,0.19615828200731922,-0.24690756931777266,-0.1533750995821853
MP Vaughan,83.0,1982.0,27.15,68.39,-0.11411271956031432,0.12289487076571019,-0.47023070599838385,-0.15381618493099597
GC Wilson,99.0,2072.0,23.81,71.94,-0.07877535750071202,-0.18297987116800712,-0.21282903872040673,-0.1581947557963753
TM Odoyo,119.0,2420.0,23.49,70.38,0.05786244246308357,-0.2122852356646507,-0.3259407572988983,-0.16012118350015514
SV Carlisle,107.0,2740.0,27.67,63.35,0.18350639645278066,0.1705160880727563,-0.8356685660212022,-0.1605486938318884
J Botha,50.0,609.0,19.03,85.77,-0.6532038096473585,-0.6207287533366204,0.7899498509850652,-0.16132757066630454
LRD Mendis,74.0,1527.0,23.49,75.07,-0.2927627166394149,-0.2122852356646507,0.01411947355566867,-0.16364282624946563
GO Jones,43.0,862.0,24.62,77.17,-0.5538665585242541,-0.10880066728587785,0.16638524856517697,-0.1654273257483183
KOA Powell,44.0,1005.0,22.84,78.63,-0.49771941658510827,-0.27181175729845786,0.272246215952739,-0.16576165264360904
MA Atherton,54.0,1791.0,35.11,58.64,-0.18910645459791478,0.8518658126197193,-1.1771789471139553,-0.17147319636405028
VS Solanki,46.0,1097.0,26.75,72.93,-0.46159677981307035,0.08626316514490585,-0.1410466019302096,-0.17212673886612467
MW Goodwin,70.0,1818.0,27.13,68.5,-0.1785052459800341,0.12106328548467002,-0.46225487968836204,-0.17323228006124203
DL Houghton,60.0,1530.0,26.37,70.99,-0.29158480457076147,0.0514630448051417,-0.2817111750342319,-0.17394431159995055
S Prasanna,37.0,421.0,12.38,94.6,-0.7270196326163054,-1.2297308592824947,1.4301911811440902,-0.17551977025156995
B Lee,110.0,1176.0,17.81,83.58,-0.43057842867186386,-0.7324554554800742,0.6311583999037216,-0.1772918280827388
DM de Silva,39.0,814.0,25.43,75.86,-0.5727131516227087,-0.03462146340374892,0.07140040796400773,-0.17864473568748332
Sir RJ Hadlee,98.0,1751.0,21.61,75.5,-0.20481194884662693,-0.38445425208243167,0.045297703676663595,-0.18132283241746497
S Matsikenyeri,110.0,2224.0,22.01,72.39,-0.0190944793556059,-0.34782254646162697,-0.1802006583612263,-0.1823725613928197
Samiullah Shinwari,74.0,1811.0,29.2,65.49,-0.1812537074735587,0.3106323620723332,-0.6805024905353234,-0.18370794531218296
CO Obuya,89.0,2044.0,25.55,68.56,-0.08976920347481052,-0.02363195171750749,-0.4579044289738045,-0.19043519472204085
ES Szwarczynski,40.0,1102.0,29.78,68.23,-0.4596335930319813,0.36374833522249983,-0.48183190790386987,-0.1925723885711171
JG Wright,148.0,3891.0,26.46,57.18,0.6354319934594724,0.059705178569822694,-1.2830399145015179,-0.19596758082407426
SMSM Senanayake,33.0,290.0,13.18,93.24,-0.7784551262808377,-1.1564674480408859,1.3315809649474568,-0.2011138697914222
SF Mire,47.0,955.0,20.31,80.25,-0.5173512843959984,-0.5035072953500462,0.3897083852457881,-0.21038339816675217
PN Kirsten,40.0,1293.0,38.02,56.02,-0.3846398579943809,1.118361471011072,-1.3671486283162932,-0.21114233843320065
RJ Ratnayake,55.0,612.0,16.54,86.8,-0.652025897578705,-0.8487611208261283,0.8646325882516334,-0.21205147671773328
Javed Ahmadi,41.0,976.0,23.8,75.6,-0.5091058999154245,-0.18389566380852704,0.05254845486759212,-0.21348436961878647
SHT Kandamby,36.0,870.0,29.0,69.6,-0.5507254596745117,0.292316509261931,-0.38249661658814416,-0.21363518900024162
R Ashwin,61.0,675.0,16.07,86.98,-0.6272897441369834,-0.8918033749305735,0.877683940395306,-0.21380305955741696
TD Paine,35.0,890.0,27.81,70.8,-0.5428727125501557,0.1833371850400376,-0.29548760229699667,-0.21834104326903822
KLT Arthurton,93.0,1904.0,26.08,67.46,-0.14473843334530298,0.024905058230058213,-0.5376626920740234,-0.21916535572975604
V Sibanda,126.0,2994.0,24.54,63.48,0.28323628493210273,-0.11612700841003892,-0.8262425894729949,-0.21971110431697702
GP Swann,48.0,500.0,13.88,90.41,-0.696001281475099,-1.0923619632044779,1.1263847062441679,-0.22065951281180307
MH Cross,48.0,1136.0,24.17,73.95,-0.446283922920576,-0.15001133610928283,-0.06708893978273472,-0.2211280662708645
GJ Whittall,142.0,2705.0,22.54,67.43,0.16976408898515755,-0.29928553651406126,-0.5398379174313012,-0.2231197883200683
MO Odumbe,59.0,1409.0,26.09,69.96,-0.33909392467311567,0.02582085087057847,-0.3563939123008,-0.2232223287011124
Asghar Afghan,105.0,2356.0,24.54,66.72,0.03273365166514415,-0.11612700841003892,-0.5913182508868972,-0.2249038692105973
PA Patel,34.0,736.0,23.74,76.5,-0.6033388654076974,-0.18939041965164793,0.11780521558595297,-0.2249746898244641
AJ Hollioake,30.0,606.0,25.25,75.09,-0.6543817217160118,-0.05110573093311091,0.015569623793855198,-0.22997260961842253
Rashid Latif,117.0,1709.0,19.42,76.39,-0.22130271780777466,-0.5850128403563359,0.10982938927593118,-0.23216205629605977
Hashmatullah Shahidi,39.0,1062.0,32.18,63.7,-0.47533908728069346,0.5835385689473265,-0.8102909368529508,-0.23403048506210594
RJ Peterson,41.0,556.0,20.59,80.81,-0.674013589526902,-0.477865101415483,0.43031259191499033,-0.24052203300913155
BMAJ Mendis,44.0,636.0,18.7,82.7,-0.6426026010294777,-0.6509499104737841,0.5673517894235474,-0.24206690735990483
NFI McCallum,42.0,1002.0,27.83,69.05,-0.4988973286537617,0.18516877032107779,-0.42237574813825307,-0.24536810215697896
RD Jacobs,112.0,1865.0,23.31,70.06,-0.16005129023779732,-0.2287695031940127,-0.3491431611098704,-0.2459879848472268
CB Wishart,82.0,1719.0,23.22,70.56,-0.21737634424559663,-0.2370116369586937,-0.31288940515522573,-0.25575912878650536
TT Samaraweera,42.0,862.0,27.8,69.29,-0.5538665585242541,0.18242139239951766,-0.40497394528002295,-0.25880637046825317
JC Adams,105.0,2204.0,28.62,60.98,-0.026947226479961967,0.25751638892216683,-1.0075113692462183,-0.25898073560133783
RD Shah,55.0,1506.0,27.88,65.53,-0.30100810111998877,0.1897477335236784,-0.6776021900589514,-0.26295418588508723
JM How,37.0,1046.0,29.05,66.53,-0.4816212849801783,0.29689547246453163,-0.605094678149662,-0.2632734968884362
EA Brandes,41.0,404.0,13.03,90.17,-0.7336944676720081,-1.1702043376486875,1.1089829033859389,-0.2649719673115855
PL Symcox,54.0,694.0,16.92,83.61,-0.6198296343688451,-0.8139610004863639,0.6333336252610003,-0.2668190031980695
GB Hogg,65.0,790.0,20.25,78.68,-0.582136448171936,-0.5090020511931668,0.2758715915482043,-0.2717556359389661
KJ Hughes,88.0,1968.0,24.0,67.42,-0.11960964254736357,-0.16557981099812488,-0.5405629925503944,-0.2752508153652943
KMDN Kulasekara,123.0,1327.0,15.43,81.46,-0.3712901878829756,-0.9504141039238607,0.4774424746560278,-0.28142060571693617
WD Parnell,38.0,508.0,21.16,78.39,-0.6928601826253565,-0.42566492090583663,0.25484441309450995,-0.2878935634788944
PAJ DeFreitas,66.0,690.0,16.04,83.83,-0.6214001837937163,-0.8945507528521339,0.649285277881044,-0.2888885529216021
MN Waller,72.0,1259.0,19.07,76.81,-0.3979895281057862,-0.6170655827745399,0.14028254427783285,-0.2915908555341644
Wahab Riaz,64.0,680.0,13.87,86.4,-0.6253265573558944,-1.0932777558449982,0.8356295834879182,-0.29432490990432475
Azhar Mahmood,110.0,1521.0,18.1,76.5,-0.2951185407767217,-0.7058974689049907,0.11780521558595297,-0.2944035980319198
CK Kapugedera,84.0,1624.0,21.09,72.04,-0.25467689308628794,-0.43207546938947744,-0.20557828752947718,-0.2974435500017475
Naved-ul-Hasan,51.0,524.0,15.87,84.51,-0.6865779849258717,-0.9101192277409759,0.6985903859793612,-0.2993689422291621
BM McMillan,52.0,841.0,23.36,73.32,-0.562111943004828,-0.22419053999141209,-0.11276867228558773,-0.2996903850939426
P Kumar,33.0,292.0,13.9,88.21,-0.7776698515684021,-1.0905303779234377,0.9668681800437311,-0.30044401648270286
PJL Dujon,120.0,1945.0,23.15,67.51,-0.12864030174037305,-0.24342218544233452,-0.5340373164785581,-0.3020332678870885
DW Hookes,36.0,826.0,24.29,72.07,-0.5680015033480951,-0.1390218244230417,-0.20340306217219944,-0.3034754633144454
DS Smith,45.0,1059.0,24.62,70.31,-0.4765169993493469,-0.10880066728587785,-0.3310162831325481,-0.3054446499225909
KD Mills,101.0,1047.0,15.62,81.66,-0.4812286476239605,-0.9330140437539786,0.4919439770378859,-0.3074329047800177
MA Starc,46.0,348.0,12.42,89.46,-0.7556821596202051,-1.2260676887204143,1.0575025699303429,-0.3080824261367589
AJ Bichel,36.0,471.0,20.47,78.5,-0.7073877648054153,-0.48885461310172446,0.2628202394045317,-0.31114071283420264
M Amarnath,75.0,1924.0,30.53,57.7,-0.13688568622094693,0.4324327832615082,-1.245336008308687,-0.3165963037560419
Mohammad Amir,30.0,363.0,18.15,81.75,-0.7497925992769381,-0.7013185057023904,0.4984696531097222,-0.3175471506232021
Sohail Tanvir,40.0,399.0,13.75,87.11,-0.7356576544530972,-1.1042672675312395,0.8871099169435132,-0.31760500168027456
CM Spearman,50.0,936.0,18.72,77.87,-0.5248113941641367,-0.649118325192744,0.21714050690167974,-0.31892973748506703
AJ Hall,56.0,905.0,21.04,75.04,-0.5369831522068886,-0.43665443259207803,0.011944248198390937,-0.3205644455335252
Gulbadin Naib,56.0,1041.0,21.68,73.1,-0.48358447176126734,-0.37804370359879086,-0.12872032490563132,-0.3301161667552298
Asad Shafiq,58.0,1336.0,24.74,67.5,-0.3677564516770153,-0.09781115559963675,-0.5347623915976514,-0.33344333295810114
CJ Chibhabha,103.0,2389.0,23.65,63.13,0.04569068442033166,-0.19763255341632893,-0.8516202186412458,-0.334520695879081
AB Agarkar,113.0,1269.0,14.58,80.62,-0.3940631545436082,-1.02825647836807,0.41653616465222554,-0.3352611560864842
Naeem Islam,51.0,975.0,27.08,66.19,-0.5094985372716424,0.1164843222820694,-0.6297472321988207,-0.34092048239613126
R Lamba,31.0,783.0,27.0,67.15,-0.5848849096654606,0.10915798115790866,-0.5601400207659023,-0.3452889830911514
MS Sinclair,50.0,1304.0,28.34,62.51,-0.38032084707598507,0.23187419498760362,-0.8965748760250055,-0.3483405093711289
TM Moody,64.0,1211.0,23.28,69.31,-0.41683612120424074,-0.2315168811155728,-0.4035237950418375,-0.35062559912055036
JR Murray,36.0,678.0,22.6,72.98,-0.62611183206833,-0.2937907806709404,-0.13742122633474535,-0.35244127969133854
G Boycott,34.0,1082.0,36.06,53.56,-0.4674863401563374,0.9388661134691301,-1.545517107613145,-0.3580457781001175
SL Campbell,87.0,2283.0,26.24,59.25,0.004071124661244502,0.03955774047838002,-1.1329493648492888,-0.36310683323655474
GM Ritchie,42.0,959.0,27.4,64.84,-0.5157807349711272,0.14578968677871298,-0.7276323732763609,-0.36587447382292504
Harbhajan Singh,128.0,1237.0,13.3,81.06,-0.4066275499425779,-1.1454779363546443,0.4484394698923127,-0.3678886721349698
DF Watts,35.0,974.0,28.64,62.47,-0.5098911746278602,0.25934797420320704,-0.8994751765013771,-0.3833394589753434
Yashpal Sharma,40.0,883.0,28.48,63.02,-0.5456211740436803,0.24469529195488524,-0.8595960449512676,-0.3868406423466875
Junaid Siddique,53.0,1196.0,23.0,68.22,-0.42272568154750784,-0.2571590750501361,-0.4825569830229631,-0.3874805798735357
AC Waller,38.0,818.0,23.37,69.79,-0.5711426021978375,-0.22327474735089184,-0.3687201893253783,-0.3877125129580359
UDU Chandana,111.0,1627.0,17.3,72.99,-0.2534989810176345,-0.7791608801465997,-0.1366961512156531,-0.38978533745996236
MA Vermeulen,43.0,868.0,22.25,70.74,-0.5515107343869473,-0.32584352308914444,-0.2998380530115542,-0.39239743682921524
Raqibul Hasan,54.0,1308.0,27.82,61.32,-0.37875029765111384,0.18425297768055784,-0.9828588151970598,-0.3924520450558719
MAR Samarasekera,39.0,844.0,22.81,69.92,-0.5609340309361747,-0.2745591352200183,-0.359294212777171,-0.3982624596444546
CN Evans,47.0,764.0,18.19,75.94,-0.5923450194335989,-0.6976553351403098,0.07720100891675076,-0.4042664485523859
CJ Nevin,36.0,732.0,20.33,73.2,-0.6049094148325685,-0.501675710069006,-0.12146957371470177,-0.40935156620542545
AC Cummins,49.0,486.0,13.5,82.93,-0.7014982044621483,-1.1271620835442422,0.5840285171626841,-0.41487725694790206
Asif Mujtaba,55.0,1068.0,26.04,63.91,-0.4729832631433866,0.021241887667977844,-0.7950643593520005,-0.4156019116091364
JJ Crowe,71.0,1518.0,25.72,61.8,-0.2962964528453751,-0.008063476828665758,-0.9480552094806011,-0.4174717130515473
PL Taylor,47.0,437.0,19.86,74.95,-0.7207374349168206,-0.5447179641734512,0.005418572126554645,-0.42001227565457233
Dawlat Zadran,56.0,513.0,17.68,77.25,-0.6908969958442676,-0.7443607598068356,0.17218584951792001,-0.42102396871106107
